YEAR,MO,DY,HR,ALLSKY_SFC_PAR_TOT,T2M,RH2M,PS,PRECTOTCORR,WS10M
2021,12,31,19,0,8.15,100,100.49,0.01,2.11
2021,12,31,20,0,8.01,100,100.44,0.01,2.14
2021,12,31,21,0,8,100,100.41,0.01,2.1
2021,12,31,22,0,8.03,100,100.41,0.01,2.17
2021,12,31,23,0,8.07,99.81,100.39,0.01,2.27
2022,1,1,0,0,7.99,99.44,100.35,0.01,2.22
2022,1,1,1,0,7.71,99.75,100.34,0.04,2
2022,1,1,2,0,7.39,100,100.32,0.13,1.88
2022,1,1,3,0,7.21,100,100.26,0.07,1.83
2022,1,1,4,0,7.2,100,100.19,0.05,2.02
2022,1,1,5,0,7.38,100,100.16,0.19,2.18
2022,1,1,6,0,7.62,99.69,100.16,0.23,2.5
2022,1,1,7,2.38,8.09,99.06,100.11,0.28,3.14
2022,1,1,8,9.42,8.54,98.31,100.05,0.19,3.29
2022,1,1,9,12.45,9.01,97.5,100.09,0.14,3.21
2022,1,1,10,17.15,9.34,96.88,100.1,0.08,2.88
2022,1,1,11,49.77,9.85,95.5,99.96,0.09,2.65
2022,1,1,12,33.75,10.34,94.81,99.82,0.04,2.48
2022,1,1,13,30.23,10.98,93.69,99.7,0.09,2.29
2022,1,1,14,19.48,10.95,95.25,99.66,0.06,1.86
2022,1,1,15,7.92,9.83,99.31,99.69,0.08,1.55
2022,1,1,16,2.4,9.23,100,99.67,0.29,1.69
2022,1,1,17,0,9.28,100,99.63,0.68,1.58
2022,1,1,18,0,9.16,100,99.62,0.95,1.61
2022,1,1,19,0,9.13,99.69,99.62,1.06,1.54
2022,1,1,20,0,9.08,99.12,99.57,2.06,1.45
2022,1,1,21,0,8.62,100,99.46,3.46,1.9
2022,1,1,22,0,8.65,99.5,99.35,2.83,2.17
2022,1,1,23,0,8.65,98.75,99.29,1.54,2.14
2022,1,2,0,0,8.69,98.19,99.24,0.59,2.27
2022,1,2,1,0,8.55,98.25,99.21,0.18,2.4
2022,1,2,2,0,8.48,98.5,99.14,0.2,2.27
2022,1,2,3,0,8.23,99.25,99.1,0.32,1.9
2022,1,2,4,0,7.98,99.44,99.06,0.2,1.78
2022,1,2,5,0,8,98.69,99.16,0.13,2.09
2022,1,2,6,0,7.9,98.44,99.22,0.13,1.94
2022,1,2,7,3.15,7.49,99.06,99.2,0.07,1.66
2022,1,2,8,10.62,8.01,97.19,99.31,0.01,1.79
2022,1,2,9,38.15,8.76,95.25,99.34,0,1.65
2022,1,2,10,44.27,9.4,93.94,99.35,0,1.86
2022,1,2,11,60.73,10.6,90.5,99.32,0.01,2.29
2022,1,2,12,66.92,11.36,87.06,99.3,0.02,2.91
2022,1,2,13,37.42,11.31,85.06,99.35,0.01,3.41
2022,1,2,14,30.1,10.43,84.69,99.44,0,3.35
2022,1,2,15,18.17,8.98,83.31,99.56,0,3.49
2022,1,2,16,2.75,7.21,83.12,99.77,0,3.88
2022,1,2,17,0,5.73,81,100,0,5
2022,1,2,18,0,4.37,79.25,100.16,0,5.37
2022,1,2,19,0,3.15,78,100.32,0.02,5.64
2022,1,2,20,0,1.98,79.19,100.45,0,5.49
2022,1,2,21,0,1.1,80.88,100.52,0,5
2022,1,2,22,0,0.55,81.5,100.62,0,4.6
2022,1,2,23,0,0.12,80.56,100.67,0,4.62
2022,1,3,0,0,-0.38,79.69,100.62,0,4.71
2022,1,3,1,0,-0.57,78.62,100.85,0,4.22
2022,1,3,2,0,-0.74,78,100.9,0,4.26
2022,1,3,3,0,-0.93,78.56,100.93,0,3.84
2022,1,3,4,0,-1.15,78.38,101.01,0,4.21
2022,1,3,5,0,-1.68,78.81,100.97,0,4.63
2022,1,3,6,0,-2.15,78.81,101.01,0,5.23
2022,1,3,7,2.2,-2.6,78.5,100.96,0.01,5.48
2022,1,3,8,7.42,-2.63,75.81,101.05,0.02,5.34
2022,1,3,9,14.6,-2.56,72.69,101.06,0.08,5.44
2022,1,3,10,20.2,-2.51,71.38,101.11,0.1,5.66
2022,1,3,11,31.77,-2.56,71.06,100.93,0.26,5.78
2022,1,3,12,37.52,-2.62,71.56,100.69,0.32,6.38
2022,1,3,13,36.73,-2.72,73.25,100.72,0.36,6.23
2022,1,3,14,33.38,-2.89,73.38,100.76,0.2,6.09
2022,1,3,15,8.33,-3.04,71.19,100.75,0.04,6.46
2022,1,3,16,1.62,-3.34,70.19,100.73,0,7.04
2022,1,3,17,0,-3.69,70,100.81,0,7.27
2022,1,3,18,0,-4.15,70.38,100.97,0,6.88
2022,1,3,19,0,-4.46,70.5,101.06,0,6.63
2022,1,3,20,0,-4.73,70.81,101.14,0,6.35
2022,1,3,21,0,-5.27,73.31,101.25,0,5.79
2022,1,3,22,0,-5.85,75.81,101.34,0,5.5
2022,1,3,23,0,-6.26,76.81,101.4,0,5.41
2022,1,4,0,0,-6.49,75.94,101.49,0,5.29
2022,1,4,1,0,-6.66,74.25,101.59,0,4.92
2022,1,4,2,0,-6.76,72.94,101.7,0,4.61
2022,1,4,3,0,-6.77,72.19,101.78,0,4.35
2022,1,4,4,0,-6.81,72,101.84,0,4.17
2022,1,4,5,0,-6.88,72.06,101.94,0,3.96
2022,1,4,6,0,-6.97,72.56,102,0,3.58
2022,1,4,7,5.65,-6.93,72.62,102.02,0,3.22
2022,1,4,8,59.05,-5.85,67.19,102.05,0,2.95
2022,1,4,9,125.9,-4.3,60.25,102.07,0,2.36
2022,1,4,10,177.17,-2.64,53.69,102.05,0,1.53
2022,1,4,11,202.17,-1.12,49.25,101.96,0,1.06
2022,1,4,12,202.9,-0.13,49.88,101.88,0,1.67
2022,1,4,13,164.88,0.51,52.06,101.83,0,2.4
2022,1,4,14,116.85,0.64,55.75,101.83,0,2.75
2022,1,4,15,55.52,0.03,65.19,101.82,0,2.36
2022,1,4,16,4.27,-2.38,83.56,101.81,0,2.24
2022,1,4,17,0,-2.82,85,101.8,0,2.58
2022,1,4,18,0,-2.58,84.75,101.81,0,2.83
2022,1,4,19,0,-2.52,86.06,101.8,0,2.94
2022,1,4,20,0,-2.48,87.38,101.77,0,3.02
2022,1,4,21,0,-2.52,88.81,101.73,0,3.1
2022,1,4,22,0,-2.66,90.81,101.68,0,3.11
2022,1,4,23,0,-2.81,92.69,101.61,0,3.15
2022,1,5,0,0,-2.91,94.69,101.52,0,3.21
2022,1,5,1,0,-2.81,96.69,101.46,0,3.24
2022,1,5,2,0,-2.65,99.75,101.4,0,3.16
2022,1,5,3,0,-2.38,100,101.32,0,2.95
2022,1,5,4,0,-1.7,100,101.22,0.02,2.71
2022,1,5,5,0,-1.1,100,101.12,0.03,2.47
2022,1,5,6,0,-0.52,100,101,0.21,2.57
2022,1,5,7,3.67,0.71,100,100.85,0.16,3.69
2022,1,5,8,18.33,2.03,100,100.73,0.33,4.18
2022,1,5,9,34.4,2.94,99.75,100.62,0.52,4.22
2022,1,5,10,46.8,3.75,99.31,100.51,0.61,4.75
2022,1,5,11,67.95,4.33,98.81,100.36,0.45,4.93
2022,1,5,12,54.55,4.54,98.38,100.19,0.29,4.54
2022,1,5,13,49.73,4.38,98.19,100.06,0.22,4.08
2022,1,5,14,35.77,4.15,98.31,99.99,0.16,4.13
2022,1,5,15,14.48,3.48,99.94,99.96,0.17,3.43
2022,1,5,16,2.38,2.73,100,99.93,0.09,3.01
2022,1,5,17,0,2.19,100,99.87,0.02,2.83
2022,1,5,18,0,1.91,100,99.83,0,2.83
2022,1,5,19,0,1.63,100,99.82,0,2.79
2022,1,5,20,0,1.29,100,99.8,0,2.71
2022,1,5,21,0,1.43,100,99.76,0.01,2.62
2022,1,5,22,0,1.41,100,99.73,0.01,2.67
2022,1,5,23,0,1.35,99.69,99.71,0.01,2.98
2022,1,6,0,0,1.28,99,99.69,0.01,3.31
2022,1,6,1,0,1.19,98.44,99.69,0,3.52
2022,1,6,2,0,1.04,98.56,99.71,0,4.2
2022,1,6,3,0,0.77,98.25,99.78,0,4.81
2022,1,6,4,0,0.13,98.56,99.87,0,4.28
2022,1,6,5,0,-0.79,99.62,99.94,0,3.7
2022,1,6,6,0,-1.19,98.31,100.06,0,3.84
2022,1,6,7,3.9,-1.07,94.81,100.23,0,4.26
2022,1,6,8,31.77,-0.01,87.12,100.32,0,4.42
2022,1,6,9,62.88,1.13,73.75,100.41,0,4.83
2022,1,6,10,98.75,1.68,63.69,100.45,0,4.77
2022,1,6,11,122.7,2.21,59.5,100.41,0,4.5
2022,1,6,12,156.95,2.59,57.19,100.37,0,4.23
2022,1,6,13,144.35,2.5,57.5,100.37,0,3.99
2022,1,6,14,99.27,2.19,59.12,100.35,0,3.26
2022,1,6,15,46.23,1.16,68.69,100.38,0,2.34
2022,1,6,16,5.25,-1.57,82.62,100.49,0,2.54
2022,1,6,17,0,-1.86,84.88,100.56,0,2.49
2022,1,6,18,0,-1.46,85.94,100.57,0,1.92
2022,1,6,19,-999,-1.27,85.44,100.62,0,1.57
2022,1,6,20,-999,-1.08,84,100.57,0,1.33
2022,1,6,21,-999,-1.35,86.44,100.48,0.01,1.56
2022,1,6,22,-999,-1.41,87.31,100.43,0.04,1.9
2022,1,6,23,-999,-1.33,86.69,100.38,0.14,2.28
2022,1,7,0,-999,-1.35,88.38,100.28,0.21,2.88
2022,1,7,1,-999,-1.32,91,100.12,0.34,3.56
2022,1,7,2,-999,-1.39,93.31,100.03,0.87,3.47
2022,1,7,3,-999,-1.56,93,99.96,1.44,3.67
2022,1,7,4,-999,-1.88,93.12,99.89,1.4,3.9
2022,1,7,5,-999,-2.23,93.62,99.85,1.27,4.25
2022,1,7,6,-999,-2.46,93.88,99.85,0.99,4.53
2022,1,7,7,-999,-2.63,93.69,99.88,0.53,4.89
2022,1,7,8,-999,-2.52,91.75,99.93,0.19,5.19
2022,1,7,9,-999,-2.04,87.56,99.98,0.04,5.53
2022,1,7,10,-999,-1,80.69,100.01,0,6.16
2022,1,7,11,-999,0.15,72.81,100,0,6.71
2022,1,7,12,-999,0.61,69.12,100,0.01,6.94
2022,1,7,13,-999,0.5,67.75,100.04,0.01,6.99
2022,1,7,14,-999,-0.01,67.31,100.17,0.01,6.72
2022,1,7,15,-999,-0.87,69,100.32,0.01,6.24
2022,1,7,16,-999,-1.88,72.62,100.5,0.01,5.75
2022,1,7,17,-999,-2.55,75.31,100.68,0.01,5.6
2022,1,7,18,-999,-3.19,77.5,100.84,0,5.46
2022,1,7,19,0,-3.56,78.62,100.96,0,5.41
2022,1,7,20,0,-4.1,80,101.07,0,5.27
2022,1,7,21,0,-4.59,79.5,101.17,0,5.48
2022,1,7,22,0,-5.16,77.56,101.27,0,5.59
2022,1,7,23,0,-5.71,77,101.36,0,5.63
2022,1,8,0,0,-6.1,78.12,101.42,0,5.66
2022,1,8,1,0,-6.42,79.56,101.52,0,5.6
2022,1,8,2,0,-6.77,81.19,101.65,0,5.46
2022,1,8,3,0,-7.07,82.19,101.76,0,5.31
2022,1,8,4,0,-7.38,82.75,101.89,0,5.13
2022,1,8,5,0,-7.85,84.12,102.04,0,4.73
2022,1,8,6,0,-8.59,85.56,102.19,0,4.33
2022,1,8,7,5.52,-9.1,85.5,102.34,0,4.31
2022,1,8,8,58.08,-7.6,78.31,102.49,0,4.54
2022,1,8,9,115.95,-6.03,71.44,102.61,0,4.68
2022,1,8,10,153.98,-4.58,64.62,102.66,0,4.33
2022,1,8,11,186.8,-3.21,59.62,102.62,0,3.74
2022,1,8,12,181.92,-2.13,56.12,102.55,0,3.03
2022,1,8,13,160.48,-1.45,53.44,102.52,0,2.29
2022,1,8,14,126.55,-1.21,51.69,102.53,0,1.45
2022,1,8,15,63.9,-1.77,53.12,102.53,0,0.73
2022,1,8,16,6.58,-3.36,59.69,102.55,0,0.85
2022,1,8,17,0,-4.75,65.44,102.58,0,1.51
2022,1,8,18,0,-5.92,75.5,102.62,0,2.1
2022,1,8,19,0,-6.41,80.81,102.63,0,2.54
2022,1,8,20,0,-6.39,83.12,102.61,0,2.81
2022,1,8,21,0,-6.02,84.88,102.56,0,2.95
2022,1,8,22,0,-5.5,86.62,102.47,0,3.02
2022,1,8,23,0,-5.32,88.62,102.33,0,3.25
2022,1,9,0,0,-4.95,90.19,102.3,0.02,3.57
2022,1,9,1,0,-4.6,91.31,102.29,0.02,3.86
2022,1,9,2,0,-4.95,95.44,102.23,0.02,3.42
2022,1,9,3,0,-5.12,97.94,102.16,0,3.03
2022,1,9,4,0,-4.75,97.31,102.06,0,2.95
2022,1,9,5,0,-4.09,96.38,101.95,0,3.17
2022,1,9,6,0,-3.5,97.12,101.84,0.05,3.45
2022,1,9,7,4.3,-2.63,97.19,101.7,0.01,3.62
2022,1,9,8,22.83,-0.45,92.06,101.61,0.04,4.54
2022,1,9,9,56.75,0.73,90.19,101.56,0.07,5.06
2022,1,9,10,83.38,1.55,86.31,101.46,0.03,5.56
2022,1,9,11,84.5,2.61,78.62,101.27,0.03,6.65
2022,1,9,12,68.85,2.36,80.31,101.06,0.06,6.72
2022,1,9,13,72.65,2.07,86.06,100.86,0.05,6.33
2022,1,9,14,47.77,2.4,88.25,100.74,0.31,6.16
2022,1,9,15,26.8,2.27,92.19,100.71,0.63,5.58
2022,1,9,16,4.23,1.95,95.31,100.68,0.63,5.06
2022,1,9,17,0,1.73,96.75,100.64,0.79,4.62
2022,1,9,18,0,1.54,97.56,100.61,0.64,4.41
2022,1,9,19,0,1.48,97.81,100.57,0.22,4.31
2022,1,9,20,0,1.33,98.44,100.53,0.18,3.7
2022,1,9,21,0,1.15,98.75,100.52,0.22,3.44
2022,1,9,22,0,1.07,98.75,100.51,0.1,3.45
2022,1,9,23,0,0.98,98.88,100.53,0.01,3.43
2022,1,10,0,0,0.98,96.19,100.56,0,4.37
2022,1,10,1,0,0.44,88.62,100.65,0,5.74
2022,1,10,2,0,-0.8,80.75,100.77,0,6.27
2022,1,10,3,0,-1.95,74.69,100.84,0,6.24
2022,1,10,4,0,-2.79,72.12,100.89,0,5.92
2022,1,10,5,0,-3.81,73.62,100.97,0,5.22
2022,1,10,6,0,-4.73,74.75,101.03,0,4.82
2022,1,10,7,5.08,-5.3,75.75,101.11,0,4.55
2022,1,10,8,60.77,-4.31,69.69,101.16,0,4.96
2022,1,10,9,130.27,-3.56,63.31,101.19,0,5.53
2022,1,10,10,153.27,-3.03,59.06,101.19,0,5.48
2022,1,10,11,198.25,-2.51,56.12,101.12,0,5.2
2022,1,10,12,179,-2.18,54.56,101.05,0,5.11
2022,1,10,13,140.9,-2.1,54.25,101.02,0,5.12
2022,1,10,14,95.9,-2.37,55.38,101.02,0,5.04
2022,1,10,15,50.92,-3.16,59.12,101.05,0,4.63
2022,1,10,16,5.75,-4.33,66.44,101.11,0,3.87
2022,1,10,17,0,-4.79,71,101.16,0,3.53
2022,1,10,18,0,-4.94,73,101.21,0,3.42
2022,1,10,19,0,-5.51,78.56,101.22,0,3.21
2022,1,10,20,0,-5.68,81.81,101.2,0,3.36
2022,1,10,21,0,-6.04,84.62,101.2,0,3.64
2022,1,10,22,0,-6.55,86.75,101.21,0,3.82
2022,1,10,23,0,-6.78,86.62,101.25,0,4.04
2022,1,11,0,0,-6.88,83.81,101.29,0,4.5
2022,1,11,1,0,-6.95,78.56,101.39,0,5.37
2022,1,11,2,0,-7.5,73.5,101.51,0,5.86
2022,1,11,3,0,-8.46,74.94,101.61,0,5.88
2022,1,11,4,0,-9.04,77.81,101.74,0,5.98
2022,1,11,5,0,-9.44,78.06,101.9,0,6.23
2022,1,11,6,0,-10.37,74.69,102.08,0,6.53
2022,1,11,7,5,-11.45,72.81,102.22,0,6.31
2022,1,11,8,57.92,-11.48,69.12,102.32,0,6.06
2022,1,11,9,122.9,-10.77,65.06,102.39,0,5.82
2022,1,11,10,166.7,-9.86,62.19,102.45,0,5.5
2022,1,11,11,184.42,-8.98,59.88,102.44,0,5.2
2022,1,11,12,185.42,-8.34,58.5,102.37,0,4.81
2022,1,11,13,138.2,-7.95,57.88,102.32,0,4.4
2022,1,11,14,128.25,-7.89,58.44,102.33,0,4.01
2022,1,11,15,66.5,-8.44,61.38,102.36,0,3.59
2022,1,11,16,7.88,-10.02,69.69,102.42,0,2.91
2022,1,11,17,0,-11.02,81.69,102.47,0,2.36
2022,1,11,18,0,-11.31,84.06,102.5,0,2.06
2022,1,11,19,0,-11.31,81.88,102.47,0,1.64
2022,1,11,20,0,-10.92,72.5,102.39,0,0.91
2022,1,11,21,0,-10.71,66.12,102.32,0,0.27
2022,1,11,22,0,-11.19,74,102.25,0,1.3
2022,1,11,23,0,-11.48,81.62,102.18,0,2.09
2022,1,12,0,0,-11.23,84.81,102.11,0,2.63
2022,1,12,1,0,-10.51,85.81,102.04,0,3.08
2022,1,12,2,0,-9.62,85.94,101.97,0,3.34
2022,1,12,3,0,-9.24,86.81,101.9,0,3.58
2022,1,12,4,0,-9.06,89.31,101.83,0,3.66
2022,1,12,5,0,-8.81,92.06,101.73,0,3.76
2022,1,12,6,0,-8.34,94.5,101.62,0,3.81
2022,1,12,7,4.88,-7.47,94,101.51,0,4.1
2022,1,12,8,58.62,-5.01,86.44,101.42,0,4.66
2022,1,12,9,115.1,-2.61,75.94,101.34,0,6.25
2022,1,12,10,170.9,-0.7,67.88,101.24,0,6.77
2022,1,12,11,189.7,0.74,64.81,101.1,0,6.52
2022,1,12,12,180.6,1.8,65,100.97,0,6.02
2022,1,12,13,154.67,2.48,66.38,100.88,0,5.36
2022,1,12,14,111.8,2.68,69.31,100.84,0,4.54
2022,1,12,15,49.4,1.98,77.5,100.85,0,3.29
2022,1,12,16,6.55,-0.68,88.62,100.88,0,2.84
2022,1,12,17,0,-1.56,90.75,100.92,0,2.84
2022,1,12,18,0,-1.63,91.19,100.96,0,2.74
2022,1,12,19,0,-1.62,91.5,100.98,0,2.65
2022,1,12,20,0,-1.64,91.75,100.99,0,2.46
2022,1,12,21,0,-1.63,91.06,100.97,0,2.28
2022,1,12,22,0,-1.57,90,100.97,0,2.15
2022,1,12,23,0,-1.52,89.12,100.93,0,2
2022,1,13,0,0,-1.46,88.19,100.89,0,1.82
2022,1,13,1,0,-1.62,88.62,100.87,0,1.68
2022,1,13,2,0,-1.81,89.69,100.83,0,1.56
2022,1,13,3,0,-1.85,90.25,100.79,0,1.4
2022,1,13,4,0,-1.72,89.19,100.78,0,1.11
2022,1,13,5,0,-1.43,86.69,100.77,0,0.74
2022,1,13,6,0,-1.45,86.12,100.8,0,0.68
2022,1,13,7,5,-1.53,86.5,100.82,0,0.95
2022,1,13,8,53.98,-0.6,87.38,100.83,0,1.09
2022,1,13,9,112.75,1.25,78.75,100.82,0,1.26
2022,1,13,10,160.5,3.54,71,100.76,0,1.12
2022,1,13,11,190.33,5.64,63.44,100.67,0,1.27
2022,1,13,12,191.42,6.3,63.56,100.54,0,1.37
2022,1,13,13,129.95,5.98,69.75,100.45,0,1.41
2022,1,13,14,91.42,5.05,82.12,100.41,0,1.29
2022,1,13,15,45.65,3.48,82.31,100.38,0,1.78
2022,1,13,16,6.12,2.39,81.69,100.37,0,2.05
2022,1,13,17,0,1.53,85.94,100.37,0,2.27
2022,1,13,18,0,0.9,91.12,100.38,0,2.36
2022,1,13,19,0,0.76,94.19,100.37,0,2.45
2022,1,13,20,0,0.76,96.56,100.34,0,2.55
2022,1,13,21,0,0.76,98.75,100.3,0,2.55
2022,1,13,22,0,0.81,99.94,100.24,0,2.61
2022,1,13,23,0,0.98,100,100.15,0,2.89
2022,1,14,0,0,1.07,99.62,100.04,0,3.13
2022,1,14,1,0,0.93,98.75,100.01,0,3.07
2022,1,14,2,0,0.68,98.06,100.02,0,3.01
2022,1,14,3,0,0.52,97.5,100.02,0,3.32
2022,1,14,4,0,0.53,97.31,100.01,0,3.65
2022,1,14,5,0,0.58,97.12,99.99,0,3.92
2022,1,14,6,0,0.51,97,99.98,0,4.18
2022,1,14,7,4.23,0.44,96.5,99.93,0,4.64
2022,1,14,8,39.7,1.37,92.38,99.9,0,5.38
2022,1,14,9,85.52,2.58,86.94,99.87,0,6.02
2022,1,14,10,125.8,3.44,82.81,99.88,0,6.61
2022,1,14,11,150.62,3.69,80.44,99.88,0,7.08
2022,1,14,12,133.77,3.51,78.44,99.86,0,7.34
2022,1,14,13,121.23,3.1,76.44,99.85,0,7.49
2022,1,14,14,81.02,2.5,75.44,99.86,0,7.58
2022,1,14,15,48.02,1.62,75.62,99.89,0,7.66
2022,1,14,16,6.7,0.39,77.06,99.96,0,7.66
2022,1,14,17,0,-0.83,77.44,100.07,0,7.93
2022,1,14,18,0,-2.16,76.88,100.19,0,8.07
2022,1,14,19,0,-3.6,76.06,100.28,0,8.16
2022,1,14,20,0,-5.01,74.62,100.35,0,8.22
2022,1,14,21,0,-6.27,73.25,100.41,0,8.14
2022,1,14,22,0,-7.29,71.5,100.48,0,8.06
2022,1,14,23,0,-8.22,69.44,100.54,0,8.09
2022,1,15,0,0,-9.18,68.5,100.62,0,7.98
2022,1,15,1,0,-10.16,68.5,100.74,0,7.75
2022,1,15,2,0,-11.12,69.38,100.86,0,7.46
2022,1,15,3,0,-12.13,71.5,100.97,0,7.11
2022,1,15,4,0,-12.97,72.69,101.08,0,6.75
2022,1,15,5,0,-13.64,72.88,101.19,0,6.52
2022,1,15,6,0,-14.23,73.44,101.3,0,6.37
2022,1,15,7,6.3,-14.62,73.38,101.41,0,6.36
2022,1,15,8,58.83,-14,67.75,101.53,0,6.58
2022,1,15,9,127.48,-12.77,61,101.62,0,6.56
2022,1,15,10,181.55,-11.38,55.88,101.66,0,6.59
2022,1,15,11,196.25,-10.08,52.69,101.64,0,6.46
2022,1,15,12,209.45,-8.93,50.19,101.6,0,6.26
2022,1,15,13,136.58,-8.28,49.62,101.58,0,6
2022,1,15,14,94.77,-8.27,51.25,101.58,0,5.72
2022,1,15,15,49.8,-8.69,54.5,101.63,0,5.34
2022,1,15,16,7.23,-9.27,58.31,101.71,0,4.99
2022,1,15,17,0,-9.82,61.69,101.82,0,4.92
2022,1,15,18,0,-10.31,64.56,101.91,0,4.84
2022,1,15,19,0,-11.08,69,101.97,0,4.61
2022,1,15,20,0,-11.95,75,102,0,4.23
2022,1,15,21,0,-12.62,80.38,102.02,0,4.06
2022,1,15,22,0,-13.16,83.5,102.03,0,3.97
2022,1,15,23,0,-13.69,86.75,102.03,0,3.77
2022,1,16,0,0,-14.14,88.38,102.02,0,3.69
2022,1,16,1,0,-14.46,87.31,102.01,0,3.67
2022,1,16,2,0,-14.67,87.25,102.01,0,3.23
2022,1,16,3,0,-14.84,88.88,102.01,0,2.73
2022,1,16,4,0,-15.08,91.81,102.02,0,2.41
2022,1,16,5,0,-15.37,94.88,102.05,0,2.2
2022,1,16,6,0,-15.52,97.12,102.06,0,2.25
2022,1,16,7,4.83,-15.14,96.06,102.06,0,2.25
2022,1,16,8,41.52,-13.18,84.38,102.02,0,2.74
2022,1,16,9,83.25,-10.65,73.56,102.05,0,2.21
2022,1,16,10,118.12,-8.26,68.62,102.01,0,2.31
2022,1,16,11,131.98,-6.13,67.31,101.85,0,2.64
2022,1,16,12,113.05,-4.11,66.94,101.68,0,2.99
2022,1,16,13,103.33,-2.77,68.75,101.58,0.01,3.26
2022,1,16,14,71.88,-2.21,73.94,101.47,0.01,3.57
2022,1,16,15,35.38,-2.24,81.06,101.32,0.02,3.79
2022,1,16,16,4.77,-2.31,86,101.18,0.02,4.36
2022,1,16,17,0,-1.85,87.38,101.04,0.07,4.9
2022,1,16,18,0,-1.22,89.44,101.02,0.13,4.9
2022,1,16,19,0,-0.56,91.81,100.84,0.33,5.78
2022,1,16,20,0,0.06,93.88,100.6,0.53,6.51
2022,1,16,21,0,0.7,96.25,100.41,0.85,6.84
2022,1,16,22,0,1.27,98.06,100.11,1.05,8.09
2022,1,16,23,0,1.87,97.94,99.77,1.73,8.95
2022,1,17,0,0,2.27,97.75,99.47,3,9.55
2022,1,17,1,0,2.48,97.94,99.13,3.38,10.27
2022,1,17,2,0,3.01,97.75,98.75,4,10.91
2022,1,17,3,0,3.85,97.94,98.37,5.93,11.05
2022,1,17,4,0,4.9,97.88,98.02,6.45,11.47
2022,1,17,5,0,5.78,100,97.75,3.52,9.27
2022,1,17,6,0,5.5,99.25,97.66,1.2,5.99
2022,1,17,7,4.75,3.8,95.69,97.64,0.45,5.94
2022,1,17,8,40.92,2.82,92.69,97.62,0.07,6.47
2022,1,17,9,100.8,2.57,89.38,97.59,0.05,7.11
2022,1,17,10,148.92,2.58,85.06,97.58,0.09,7.39
2022,1,17,11,64.1,2.72,83.06,97.56,0.11,7.27
2022,1,17,12,59.95,2.76,83.75,97.57,0.11,6.96
2022,1,17,13,43.38,2.76,84.25,97.6,0.08,6.79
2022,1,17,14,47.95,2.54,84.62,97.67,0.04,6.53
2022,1,17,15,27.92,2.07,86.75,97.74,0.03,6.23
2022,1,17,16,4.75,1.26,90.44,97.83,0.04,5.85
2022,1,17,17,0,0.84,92.06,97.94,0.09,5.81
2022,1,17,18,0,0.51,91.62,98.07,0.09,5.89
2022,1,17,19,0,-0.07,89.56,98.21,0.05,6.03
2022,1,17,20,0,-0.65,86.81,98.32,0.05,6.09
2022,1,17,21,0,-1.09,85.75,98.43,0.08,6.05
2022,1,17,22,0,-1.29,85.12,98.53,0.05,6.25
2022,1,17,23,0,-1.39,84.75,98.63,0.01,6.51
2022,1,18,0,0,-1.45,84.44,98.74,0,7
2022,1,18,1,0,-1.49,81.31,98.91,0.01,7.71
2022,1,18,2,0,-2.03,77.06,99.1,0,8.1
2022,1,18,3,0,-2.88,76.25,99.28,0,7.88
2022,1,18,4,0,-3.52,77.25,99.44,0,7.23
2022,1,18,5,0,-3.55,77.06,99.61,0,6.73
2022,1,18,6,0,-3.41,77,99.77,0,6.13
2022,1,18,7,6.17,-3.12,77.5,99.9,0,5.48
2022,1,18,8,62.15,-2.13,75.5,100.02,0,5.37
2022,1,18,9,110.92,-0.73,69.12,100.14,0,6.14
2022,1,18,10,122.25,0.17,63.19,100.25,0,7.22
2022,1,18,11,138.52,0.34,60.12,100.31,0.01,7.83
2022,1,18,12,140.65,0.06,59.06,100.38,0,7.92
2022,1,18,13,167.65,-0.1,59,100.46,0,7.74
2022,1,18,14,138.65,-0.57,61.12,100.57,0,7.33
2022,1,18,15,76.15,-1.45,65.25,100.69,0,6.53
2022,1,18,16,5.08,-2.61,71.31,100.82,0,5.39
2022,1,18,17,0,-3.57,76.69,100.96,0,4.53
2022,1,18,18,0,-4.19,80.81,101.07,0,3.83
2022,1,18,19,0,-4.67,85.31,101.14,0,3.22
2022,1,18,20,0,-5.07,88.94,101.19,0,2.73
2022,1,18,21,0,-5.41,91.12,101.23,0,2.41
2022,1,18,22,0,-5.56,91.88,101.26,0,2.03
2022,1,18,23,0,-5.27,88.88,101.26,0,1.47
2022,1,19,0,0,-4.74,81.81,101.26,0,0.72
2022,1,19,1,0,-4.67,79.62,101.27,0,1.1
2022,1,19,2,0,-5.35,88.81,101.26,0,2.03
2022,1,19,3,0,-5.35,92.81,101.24,0,2.64
2022,1,19,4,0,-4.45,92.25,101.23,0,3
2022,1,19,5,0,-3.55,91.44,101.21,0,3.23
2022,1,19,6,0,-2.33,89.19,101.18,0,3.68
2022,1,19,7,4.65,-1.28,87.31,101.13,0,4.17
2022,1,19,8,42.12,-0.08,85,101.09,0,4.59
2022,1,19,9,82.02,1.28,83.75,101.04,0,4.97
2022,1,19,10,111.8,2.77,81.69,100.95,0,6.03
2022,1,19,11,130.67,3.86,78.75,100.8,0,6.69
2022,1,19,12,157.65,4.5,76.25,100.66,0,6.72
2022,1,19,13,163.85,5.26,74.19,100.56,0,6.42
2022,1,19,14,129.2,5.56,75.38,100.52,0,5.76
2022,1,19,15,58.8,4.89,80.94,100.52,0,4.87
