YEAR,MO,DY,HR,ALLSKY_SFC_PAR_TOT,T2M,RH2M,PS,PRECTOTCORR,WS10M
2022,3,9,4,0,0.15,87.5,101.18,0.02,3.01
2022,3,9,5,0,0.27,90.06,101.11,0.18,3.01
2022,3,9,6,3.02,0.45,92.56,101.09,0.39,2.96
2022,3,9,7,19.75,0.94,93.69,101.03,0.54,3.45
2022,3,9,8,32.85,0.95,95.19,101,0.55,3.3
2022,3,9,9,49.05,1.36,93.94,100.92,1.56,3.41
2022,3,9,10,67.02,1.68,92.69,100.8,2.15,3.62
2022,3,9,11,60.65,1.89,91.44,100.68,1.81,3.71
2022,3,9,12,59.75,1.9,91,100.54,1.01,3.9
2022,3,9,13,35,1.98,90.88,100.37,0.68,4.62
2022,3,9,14,28.5,1.97,91.19,100.3,1.04,4.47
2022,3,9,15,19.25,1.9,91.19,100.31,0.96,4.17
2022,3,9,16,12.77,1.48,93,100.38,0.74,3.52
2022,3,9,17,11.42,0.71,96.88,100.47,0.33,3.1
2022,3,9,18,0,0.29,98.25,100.52,0.05,3.26
2022,3,9,19,0,-0.07,99.12,100.54,0.01,3.19
2022,3,9,20,0,-0.38,99.94,100.64,0,3.03
2022,3,9,21,0,-0.34,99,100.7,0,3.09
2022,3,9,22,0,-0.52,98.75,100.74,0.01,2.68
2022,3,9,23,0,-0.76,98.69,100.78,0.01,2.43
2022,3,10,0,0,-0.94,98.75,100.84,0.01,1.99
2022,3,10,1,0,-1.14,99.25,100.88,0.01,1.78
2022,3,10,2,0,-1.29,99.38,100.92,0.01,1.77
2022,3,10,3,0,-1.42,99.5,100.99,0.01,1.63
2022,3,10,4,0,-1.73,100,101.09,0.01,1.22
2022,3,10,5,0,-1.92,100,101.2,0.01,1.1
2022,3,10,6,5.92,-1.74,98.25,101.3,0.01,1.54
2022,3,10,7,56.12,-0.37,93.88,101.35,0.71,1.69
2022,3,10,8,129.58,1.6,85.62,101.39,0.02,1.44
2022,3,10,9,211.7,4.23,69.69,101.37,0,1.55
2022,3,10,10,250.3,5.9,62.06,101.28,0,1.87
2022,3,10,11,282.65,7.37,57.62,101.19,0,1.49
2022,3,10,12,250.98,8.5,53.44,101.16,0,0.75
2022,3,10,13,242.33,8.84,52.44,101.13,0,0.14
2022,3,10,14,207.8,8.54,55.12,101.11,0,0.48
2022,3,10,15,143.3,8.1,62.56,101.06,0,0.29
2022,3,10,16,70.38,7.15,69.5,101.04,0,0.77
2022,3,10,17,11.1,4.85,78.5,101.06,0,1.83
2022,3,10,18,0,3.22,85.94,101.08,0,2.32
2022,3,10,19,0,2.23,90.12,101.09,0,2.29
2022,3,10,20,0,0.99,93,101.11,0,2.38
2022,3,10,21,0,0.05,97.5,101.12,0,2.47
2022,3,10,22,0,-0.49,100,101.11,0,2.54
2022,3,10,23,0,-0.84,100,101.08,0,2.48
2022,3,11,0,0,-1.02,100,101.07,0,2.41
2022,3,11,1,0,-1.13,100,101.03,0,2.36
2022,3,11,2,0,-1.24,100,101.02,0,2.32
2022,3,11,3,0,-0.97,100,101.02,0,2.12
2022,3,11,4,0,-0.32,97.19,101.01,0,1.62
2022,3,11,5,0,0.05,95.06,101.02,0,1.19
2022,3,11,6,8.7,0.39,94.19,101.03,0.01,0.94
2022,3,11,7,66.85,2.33,89.88,101.06,0,0.51
2022,3,11,8,160.45,4.55,82.81,101.08,0,0.6
2022,3,11,9,234.23,7.57,68,101.07,0,1.87
2022,3,11,10,289.92,8.83,63,101,0,2.38
2022,3,11,11,320.65,9.51,61.25,100.94,0,3.08
2022,3,11,12,321.2,9.86,60.56,100.9,0,3.67
2022,3,11,13,298.25,10.03,60.12,100.8,0,3.95
2022,3,11,14,247.92,9.99,60.56,100.68,0,3.97
2022,3,11,15,174.23,9.37,63.81,100.56,0,3.93
2022,3,11,16,87.67,7.94,72.69,100.52,0,3.76
2022,3,11,17,14.4,5.26,87.88,100.49,0,3.04
2022,3,11,18,0,3.62,96.62,100.49,0,3.02
2022,3,11,19,0,2.83,100,100.47,0,2.86
2022,3,11,20,0,2.89,100,100.41,0,2.74
2022,3,11,21,0,3.55,100,100.28,0,2.58
2022,3,11,22,0,4.01,100,100.14,0.01,2.26
2022,3,11,23,0,4.26,99.56,99.98,0.01,2.2
2022,3,12,0,0,4.46,99.5,99.85,0.01,2.39
2022,3,12,1,0,4.45,99.44,99.73,0.01,2.16
2022,3,12,2,0,4.41,99.69,99.56,0.01,2.01
2022,3,12,3,0,4.42,100,99.4,0.01,1.85
2022,3,12,4,0,4.38,100,99.27,0.05,1.66
2022,3,12,5,0,4.45,100,99.06,0.35,1.71
2022,3,12,6,2.95,4.82,100,98.82,0.83,1.88
2022,3,12,7,9.6,5.38,98.5,98.69,1.61,1.25
2022,3,12,8,13.23,5.46,96.81,98.53,1.32,1.82
2022,3,12,9,14.45,4.35,94.75,98.46,1.19,5.11
2022,3,12,10,35.6,1.99,91.62,98.21,3.72,8.37
2022,3,12,11,55.15,1.05,86.06,98.13,0.33,9.35
2022,3,12,12,65.52,0.66,82.5,98.06,0.03,9.37
2022,3,12,13,68.55,0.5,79.12,98.1,0.1,8.77
2022,3,12,14,87.25,0.3,75.38,98.29,0.19,9.38
2022,3,12,15,60.35,-0.61,72.06,98.45,0.17,10.24
2022,3,12,16,26.3,-2.3,70.88,98.58,0.05,10.38
2022,3,12,17,5.85,-3.81,72.44,98.79,0.05,9.16
2022,3,12,18,0,-4.35,73.62,99,0.01,8.12
2022,3,12,19,0,-4.4,73.81,99.18,0.01,7.76
2022,3,12,20,0,-4.49,73.94,99.31,0.01,7.9
2022,3,12,21,0,-4.9,73.44,99.46,0.01,8.31
2022,3,12,22,0,-5.45,72.75,99.6,0.01,8.35
2022,3,12,23,0,-5.69,71.12,99.73,0.01,8.53
2022,3,13,0,0,-5.7,70.62,99.87,0.01,8.64
2022,3,13,1,0,-5.69,70.38,100.02,0.01,8.7
2022,3,13,2,0,-5.63,69.69,100.17,0,8.7
2022,3,13,3,0,-5.47,69.75,100.36,0,8.54
2022,3,13,4,0,-5.41,72.69,100.56,0,7.65
2022,3,13,5,0,-5.45,76.19,100.75,0,6.7
2022,3,13,6,10.73,-5.26,76.44,100.91,0,6.19
2022,3,13,7,87.88,-4.24,69.94,101.07,0,6.37
2022,3,13,8,169.05,-3.07,63.38,101.16,0,6.07
2022,3,13,9,241.9,-1.82,58.31,101.24,0,5.36
2022,3,13,10,305.12,-0.57,54.44,101.28,0,4.99
2022,3,13,11,288.67,0.3,52.69,101.29,0,4.99
2022,3,13,12,294.67,0.9,53.06,101.26,0,5.33
2022,3,13,13,291.65,1.19,54.19,101.21,0,5.76
2022,3,13,14,232.8,1.19,55.62,101.18,0,5.89
2022,3,13,15,174.2,0.78,58.31,101.19,0.03,5.85
2022,3,13,16,80.7,-0.28,65.38,101.25,0.12,5.28
2022,3,13,17,13.52,-1.24,74.62,101.34,0.08,4.57
2022,3,13,18,0,-1.92,80.81,101.48,0.05,4.29
2022,3,13,19,0,-2.52,85.25,101.57,0.02,3.77
2022,3,13,20,0,-3.35,89.56,101.63,0,3.21
2022,3,13,21,0,-3.99,93.06,101.65,0,2.94
2022,3,13,22,0,-4.23,94.5,101.65,0,2.87
2022,3,13,23,0,-4.08,94.56,101.64,0,2.93
2022,3,14,0,0,-3.82,94.81,101.65,0,3
2022,3,14,1,0,-3.56,95.44,101.65,0,3.14
2022,3,14,2,0,-3.22,95.94,101.66,0,3.26
2022,3,14,3,0,-2.82,95.06,101.69,0,3.5
2022,3,14,4,0,-1.9,90.69,101.76,0,3.74
2022,3,14,5,0,-2.02,91.25,101.84,0,3.51
2022,3,14,6,9.27,-1.78,90.19,101.9,0,3.36
2022,3,14,7,77.88,0.46,82.06,101.96,0,2.96
2022,3,14,8,163.8,3.03,74.19,102,0,2.74
2022,3,14,9,242.6,5.55,67.88,102.02,0,3.2
2022,3,14,10,284.85,7.39,63.44,102.02,0,3.39
2022,3,14,11,329.42,8.55,60.44,101.99,0,3.41
2022,3,14,12,327.2,9.34,59.12,101.93,0,3.63
2022,3,14,13,285.33,9.9,59.06,101.87,0,3.83
2022,3,14,14,223.83,10.12,60.56,101.83,0,3.88
2022,3,14,15,166.58,9.78,65.69,101.81,0,3.62
2022,3,14,16,81.5,7.97,78.94,101.8,0,3.2
2022,3,14,17,14.65,4.98,89.19,101.8,0,3.4
2022,3,14,18,0,4.27,91.44,101.81,0,3.71
2022,3,14,19,0,4.51,91.81,101.8,0,4.02
2022,3,14,20,0,4.05,94.81,101.77,0,4.09
2022,3,14,21,0,3.61,97.81,101.73,0,4.04
2022,3,14,22,0,3.44,99.06,101.7,0,4
2022,3,14,23,0,3.41,98.75,101.67,0,3.8
2022,3,15,0,0,3.08,99.06,101.65,0,3.57
2022,3,15,1,0,2.4,100,101.65,0,3.39
2022,3,15,2,0,2.19,100,101.62,0,3.33
2022,3,15,3,0,1.98,99.69,101.61,0,3.24
2022,3,15,4,0,1.58,100,101.59,0,3.03
2022,3,15,5,0,1.27,100,101.57,0,2.96
2022,3,15,6,11.1,2.04,97.94,101.56,0,3
2022,3,15,7,76.5,4.05,91.81,101.55,0,3.09
2022,3,15,8,168.27,6.17,87.12,101.53,0,2.36
2022,3,15,9,233.77,9.09,78.12,101.49,0,1.97
2022,3,15,10,285.73,11.69,68.81,101.45,0,1.68
2022,3,15,11,303,13.69,60.81,101.39,0,1.99
2022,3,15,12,320.05,14.86,57.19,101.3,0,2.64
2022,3,15,13,286.85,15.16,55.81,101.19,0,3.19
2022,3,15,14,227.95,14.92,57.5,101.13,0,3.57
2022,3,15,15,155.3,13.8,66.56,101.09,0,3.73
2022,3,15,16,75.95,11.52,81.25,101.07,0,3.48
2022,3,15,17,13.42,9.34,90.38,101.05,0,3.28
2022,3,15,18,0,7.83,95,101.02,0,3.14
2022,3,15,19,0,7.43,96.88,101.02,0,2.98
2022,3,15,20,0,7.41,97.62,101.04,0.02,2.89
2022,3,15,21,0,7.8,95.62,101.07,0.04,3.09
2022,3,15,22,0,7.57,96.62,101.07,0.03,3.02
2022,3,15,23,0,7.24,98.06,101.06,0.01,2.85
2022,3,16,0,0,6.68,99.44,101.1,0,2.92
2022,3,16,1,0,5.88,100,101.15,0,2.99
2022,3,16,2,0,4.73,100,101.18,0,2.84
2022,3,16,3,0,3.88,100,101.22,0,2.87
2022,3,16,4,0,3.19,99.06,101.29,0,2.82
2022,3,16,5,0,2.56,97.69,101.34,0,2.69
2022,3,16,6,9.55,3.14,94.88,101.39,0,2.36
2022,3,16,7,70.75,6.19,84.69,101.41,0,2.29
2022,3,16,8,148.85,8.96,74.06,101.44,0,1.29
2022,3,16,9,210.65,12.33,59.44,101.45,0,0.73
2022,3,16,10,286.15,14.13,54.69,101.42,0,0.55
2022,3,16,11,330.95,15.42,52.12,101.37,0,0.75
2022,3,16,12,339,16.23,51.44,101.28,0,1.33
2022,3,16,13,303.58,16.31,53.31,101.19,0,2.29
2022,3,16,14,248.05,15.76,57.44,101.17,0,3.36
2022,3,16,15,174.42,14.64,63.25,101.19,0,4.12
2022,3,16,16,90.6,12.51,72.62,101.24,0,4.31
2022,3,16,17,18.17,9.73,83.38,101.31,0,3.75
2022,3,16,18,0,7.48,90.56,101.37,0,3.2
2022,3,16,19,0,6.33,93.94,101.37,0,2.93
2022,3,16,20,0,5.58,98.56,101.34,0,2.83
2022,3,16,21,0,5.51,99.56,101.34,0,2.92
2022,3,16,22,0,5.63,98.31,101.32,0,2.97
2022,3,16,23,0,5.15,100,101.26,0,2.78
2022,3,17,0,0,5.23,100,101.21,0.01,3
2022,3,17,1,0,5.34,99.56,101.15,0.01,2.93
2022,3,17,2,0,5.25,98.5,101.09,0.01,2.8
2022,3,17,3,0,5.1,98.25,101.05,0.02,2.77
2022,3,17,4,0,4.78,98.19,101.04,0.07,2.89
2022,3,17,5,0,4.55,97.88,101.05,0.17,2.69
2022,3,17,6,4.45,4.88,97.5,101.07,0.18,2.24
2022,3,17,7,22.67,5.44,96,101.06,0.77,2.49
2022,3,17,8,27.92,6.13,94.88,101.01,0.53,2.75
2022,3,17,9,59.12,7.39,93,100.92,0.32,2.85
2022,3,17,10,89.58,9.08,89.81,100.81,0.35,2.92
2022,3,17,11,84.38,10.21,88.12,100.72,0.42,3.01
2022,3,17,12,88.17,10.7,88.56,100.62,0.3,3.16
2022,3,17,13,78.85,11.1,88.75,100.5,0.16,3.34
2022,3,17,14,73.55,11.48,88.62,100.41,0.13,3.46
2022,3,17,15,34.25,11.33,90.75,100.36,0.15,3.3
2022,3,17,16,13.67,10.72,94.31,100.36,0.25,2.89
2022,3,17,17,9.5,9.89,97,100.35,0.44,2.94
2022,3,17,18,0,9.32,98.5,100.35,0.3,3.07
2022,3,17,19,0,8.61,100,100.36,0.11,2.77
2022,3,17,20,0,8.01,100,100.36,0.02,2.68
2022,3,17,21,0,7.68,100,100.35,0,2.82
2022,3,17,22,0,7.1,100,100.35,0,2.6
2022,3,17,23,0,6.48,100,100.35,0,2.5
2022,3,18,0,0,6.12,100,100.35,0,2.52
2022,3,18,1,0,5.85,100,100.33,0,2.55
2022,3,18,2,0,5.66,100,100.33,0,2.64
2022,3,18,3,0,5.53,100,100.37,0,2.66
2022,3,18,4,0,5.34,100,100.45,0,2.58
2022,3,18,5,0,5.57,100,100.52,0.01,2.44
2022,3,18,6,11.55,6.28,99.69,100.58,0.02,2.2
2022,3,18,7,74.25,7.66,96.88,100.65,0,1.96
2022,3,18,8,118.1,9.87,93.12,100.73,0.01,1.73
2022,3,18,9,176.42,13.65,82.12,100.78,0,1.55
2022,3,18,10,219.6,17.31,66,100.72,0,1.26
2022,3,18,11,300.9,19.55,54.31,100.63,0,1.88
2022,3,18,12,319.08,20.2,53.31,100.61,0,2.74
2022,3,18,13,301.92,20.54,53.12,100.62,0,3.21
2022,3,18,14,185.02,20.76,53.38,100.59,0,2.77
2022,3,18,15,121.08,20.19,56.62,100.51,0,2.43
2022,3,18,16,96.58,17.81,71.94,100.6,0.01,3.01
2022,3,18,17,17.02,14.33,87.81,100.64,0.01,3.5
2022,3,18,18,0,12.42,93.5,100.66,0.01,4.01
2022,3,18,19,0,11.21,96.5,100.68,0.01,3.94
2022,3,18,20,0,10.11,97.44,100.69,0.01,3.75
2022,3,18,21,0,9.26,97.06,100.72,0.01,3.69
2022,3,18,22,0,8.68,96.75,100.75,0.01,3.6
2022,3,18,23,0,8.19,96.88,100.68,0.01,3.05
2022,3,19,0,0,7.83,96.81,100.63,0.03,3.16
2022,3,19,1,0,7.44,97.25,100.57,0.13,2.96
2022,3,19,2,0,7.41,96.94,100.52,0.18,3.01
2022,3,19,3,0,7.74,96.75,100.49,0.13,2.96
2022,3,19,4,0,7.68,97.44,100.46,0.07,2.9
2022,3,19,5,0,7.46,98.88,100.42,0.04,2.66
2022,3,19,6,13.27,7.73,98.31,100.37,0.04,2.74
2022,3,19,7,54.95,8.58,96.56,100.37,0.13,2.99
2022,3,19,8,125.42,10.52,93.31,100.34,0.13,3.06
2022,3,19,9,192.85,13.15,88.5,100.29,0.1,3.83
2022,3,19,10,250.58,13.75,89.31,100.2,0.38,4.02
2022,3,19,11,306.85,13.45,91.94,100.12,0.81,3.79
2022,3,19,12,222.52,13.88,90.62,100.02,0.43,3.77
2022,3,19,13,234.75,14.83,87.44,99.9,0.1,3.7
2022,3,19,14,233.75,15.68,85.19,99.79,0.05,3.56
2022,3,19,15,168.98,15.81,86.38,99.73,0.03,3.51
2022,3,19,16,88.02,15.01,90.69,99.7,0.07,3.81
2022,3,19,17,12.48,13.34,95.69,99.68,0.1,4.11
2022,3,19,18,0,12.03,98,99.66,0.14,4.26
2022,3,19,19,0,11.57,98.12,99.64,0.19,4.26
2022,3,19,20,0,12.17,97.94,99.62,0.32,4.4
2022,3,19,21,0,12.83,98.5,99.62,0.21,4.03
2022,3,19,22,0,13.4,96.25,99.68,0.12,4.14
2022,3,19,23,0,12.48,92.06,99.76,0.02,3.92
2022,3,20,0,0,10.41,94.38,99.81,0,3.17
2022,3,20,1,0,8.65,98.56,99.83,0,2.67
2022,3,20,2,0,7.78,100,99.85,0,2.53
2022,3,20,3,0,7.2,100,99.91,0,2.47
2022,3,20,4,0,6.72,100,99.96,0,2.61
2022,3,20,5,0,6.66,100,100,0,2.84
2022,3,20,6,16.92,7.93,96.88,100.04,0,3.23
2022,3,20,7,80.92,9.9,89,100.06,0,3.53
2022,3,20,8,167.48,11.83,75.19,100.03,0,4.41
2022,3,20,9,240.98,12.83,66.94,99.97,0,4.58
2022,3,20,10,262.9,13.42,64,99.9,0,4.32
2022,3,20,11,212.92,13.8,63,99.87,0,4.28
2022,3,20,12,187.27,13.41,64.75,99.9,0,4.27
2022,3,20,13,194.52,12.19,70.31,99.85,0,4.13
2022,3,20,14,164.95,11.9,70.75,99.8,0,4.98
2022,3,20,15,110.6,11.71,69.69,99.81,0,5.51
2022,3,20,16,57.33,11.03,71.38,99.85,0,5.21
2022,3,20,17,16.85,9.73,76.81,99.91,0,4.83
2022,3,20,18,0,8.37,80.88,100,0,5.25
2022,3,20,19,0,7.29,79.94,100.11,0.01,6.11
2022,3,20,20,0,6.01,81.25,100.19,0.01,6.17
2022,3,20,21,0,5.36,83.88,100.27,0.02,5.82
2022,3,20,22,0,5.27,84.31,100.33,0.02,5.63
2022,3,20,23,0,5.41,83.06,100.39,0.01,5.41
2022,3,21,0,0,5.47,81.06,100.45,0,5.48
2022,3,21,1,0,5.23,80.12,100.52,0,5.49
2022,3,21,2,0,4.69,80.75,100.61,0,5.3
2022,3,21,3,0,3.69,84.19,100.7,0,4.64
2022,3,21,4,0,2.4,90.94,100.79,0,3.58
2022,3,21,5,0,1.51,96.94,100.87,0,3.22
2022,3,21,6,23.4,2.3,93.31,100.93,0,3.39
2022,3,21,7,110.6,4.71,80.5,100.99,0,3.84
2022,3,21,8,201.15,7.49,66.12,101.03,0,4.18
2022,3,21,9,276.6,9.69,55.88,101.04,0,4.59
2022,3,21,10,331.9,11.11,52.06,101,0,4.95
2022,3,21,11,356.85,12.23,49.81,100.94,0,5.33
2022,3,21,12,359.25,12.97,48.12,100.85,0,5.65
2022,3,21,13,329.95,13.37,47.19,100.75,0,5.78
2022,3,21,14,276.48,13.4,47.38,100.7,0,6.07
2022,3,21,15,201.05,13.05,49.25,100.71,0,6
2022,3,21,16,112.58,12.2,54.12,100.74,0,5.34
2022,3,21,17,26.9,10.22,64.19,100.78,0,4.37
2022,3,21,18,0,8.26,71.81,100.85,0,4.2
2022,3,21,19,0,7.27,76,100.92,0,4.16
2022,3,21,20,0,6.42,79.19,100.96,0,4.07
2022,3,21,21,0,5.39,83.25,100.97,0,3.65
2022,3,21,22,0,4.62,85.5,101.01,0,3.42
2022,3,21,23,0,4.18,86.38,101.04,0,3.4
2022,3,22,0,0,3.7,87,101.02,0,3.27
2022,3,22,1,0,3.22,87.25,101.01,0,3.22
2022,3,22,2,0,2.43,88.19,101.03,0,3.07
2022,3,22,3,0,1.93,87.12,101.08,0,3.29
2022,3,22,4,0,1.38,86.12,101.13,0,3.4
2022,3,22,5,0,0.59,87.56,101.2,0,3.36
2022,3,22,6,25.25,1.37,84.25,101.25,0,3.35
2022,3,22,7,106.77,3.52,70.81,101.3,0,3.87
2022,3,22,8,194.5,5.07,55.31,101.32,0,4.8
2022,3,22,9,270.67,6.2,49.19,101.29,0,4.94
2022,3,22,10,322.2,7.23,45.88,101.25,0,5.03
2022,3,22,11,348.77,8.18,44.06,101.25,0,5.22
2022,3,22,12,348.25,9.01,43,101.22,0,5.24
2022,3,22,13,320.62,10.23,41.06,101.15,0,5.34
2022,3,22,14,265.1,10.55,42.06,101.17,0,5.19
2022,3,22,15,172.73,9.76,48.88,101.2,0,4.43
2022,3,22,16,98.05,8.67,59.81,101.18,0,3.53
2022,3,22,17,23.52,7.04,69.44,101.19,0,3.18
2022,3,22,18,0,6.17,73.25,101.29,0,3.33
2022,3,22,19,0,4.96,77.88,101.36,0,3.19
2022,3,22,20,0,3.29,83.25,101.41,0,3.11
2022,3,22,21,0,2.5,83.75,101.43,0,3.29
2022,3,22,22,0,1.92,83.06,101.41,0,3.32
2022,3,22,23,0,1.26,84,101.41,0,3.29
2022,3,23,0,0,0.76,85.25,101.42,0,3.35
2022,3,23,1,0,0.27,87.25,101.44,0,3.35
2022,3,23,2,0,-0.44,90.75,101.41,0,3.09
2022,3,23,3,0,-0.86,92.38,101.49,0,2.97
2022,3,23,4,0,-0.84,90.19,101.53,0,2.91
2022,3,23,5,0,-0.56,86.88,101.5,0,3.11
2022,3,23,6,19.12,0.36,81.75,101.52,0,3.05
2022,3,23,7,99.73,2.33,68.12,101.5,0,3.11
2022,3,23,8,125.65,3.87,53.19,101.45,0,3.95
2022,3,23,9,165.83,4.46,50.44,101.45,0,3.48
2022,3,23,10,139.1,5.18,48.75,101.47,0,2.88
2022,3,23,11,233.8,6.37,46.69,101.44,0,2.83
2022,3,23,12,219.27,7.3,45.81,101.43,0,2.66
2022,3,23,13,157.92,6.91,49.62,101.4,0,2.8
2022,3,23,14,82.1,6.15,55.5,101.32,0,3.28
2022,3,23,15,52.83,5.65,60.06,101.27,0,3.7
2022,3,23,16,32.85,4.85,66.94,101.26,0.02,3.73
2022,3,23,17,11.5,4.01,73.19,101.26,0.11,3.76
2022,3,23,18,0,3.42,78.5,101.26,0.36,4.03
2022,3,23,19,0,3.32,80.81,101.19,0.4,4.68
2022,3,23,20,0,3.26,84.75,101.16,0.21,4.69
2022,3,23,21,0,3.23,87.62,101.1,1.01,5.19
2022,3,23,22,0,3.12,90.25,101.03,0.65,5.93
2022,3,23,23,0,3.1,92,100.95,0.67,6.47
2022,3,24,0,0,3.26,93.62,100.88,0.93,6.88
2022,3,24,1,0,3.47,94.94,100.73,1.11,7.08
2022,3,24,2,0,3.78,95.06,100.62,1.4,6.98
2022,3,24,3,0,4.26,95.44,100.5,1.46,7.23
2022,3,24,4,0,5.05,96.75,100.39,1.4,7.43
2022,3,24,5,0,5.69,98,100.42,1.09,5.61
2022,3,24,6,16.52,6.05,98.56,100.44,1.38,3.8
2022,3,24,7,14.08,6.33,97.94,100.48,1.1,3.31
2022,3,24,8,58.17,6.32,96.94,100.48,0.59,4.16
2022,3,24,9,65.05,6.29,95.75,100.5,0.28,4.47
2022,3,24,10,106.08,6.36,94.5,100.47,0.1,4.43
2022,3,24,11,97.8,6.83,92.62,100.34,0.13,4.51
2022,3,24,12,92.88,7.61,89.75,100.35,0.12,4.11
2022,3,24,13,90.65,8.42,86.94,100.23,0.41,4.49
2022,3,24,14,78.23,8.35,87.56,100.17,0.65,4.12
2022,3,24,15,55.3,7.76,89.81,100.16,0.12,3.65
2022,3,24,16,29.15,7.18,92.12,100.18,0.04,3.22
2022,3,24,17,10,6.56,94.56,100.12,0.32,3
2022,3,24,18,0,6.08,95.81,100.05,1.37,2.94
2022,3,24,19,0,5.76,96.25,99.92,1.75,3.19
2022,3,24,20,0,5.57,96.69,99.82,0.68,1.94
2022,3,24,21,0,5.48,96.5,99.79,0.82,1.79
2022,3,24,22,0,5.23,96.38,99.69,1.89,2.79
2022,3,24,23,0,4.98,95.75,99.57,2.24,3.43
2022,3,25,0,0,4.82,95.31,99.52,0.86,3.32
2022,3,25,1,0,4.76,95.06,99.57,0.04,3.29
2022,3,25,2,0,4.51,95.62,99.56,0,3.24
2022,3,25,3,0,4.04,96.81,99.54,0,2.87
2022,3,25,4,0,3.45,98.62,99.53,0,2.53
2022,3,25,5,0,3.51,98.62,99.59,0,2.25
2022,3,25,6,17,4.13,97.38,99.61,0,2.1
2022,3,25,7,71.6,5.65,93.25,99.57,0,2.43
2022,3,25,8,135.58,8.35,85.5,99.53,0,2.11
2022,3,25,9,184.67,11.92,68.06,99.45,0,2.25
2022,3,25,10,222.17,13.76,56.25,99.36,0,2.62
2022,3,25,11,307.95,14.35,53.31,99.29,0,3.08
2022,3,25,12,314.88,14.53,53.31,99.22,0,3.88
2022,3,25,13,198.75,14.48,54,99.16,0,4.72
2022,3,25,14,140.33,14.09,56.31,99.1,0,5.04
2022,3,25,15,92.15,12.97,63.38,99.06,0.02,4.85
2022,3,25,16,69.85,11.96,70.5,99.08,0.04,4.56
2022,3,25,17,25.08,10.32,78.5,99.13,0.02,3.97
2022,3,25,18,0,8.3,87.12,99.19,0.01,3.44
2022,3,25,19,0,7.3,91.25,99.24,0,3.16
2022,3,25,20,0,6.51,94.31,99.28,0,3.04
2022,3,25,21,0,5.98,95.75,99.3,0,3.02
2022,3,25,22,0,5.55,96.5,99.3,0,2.98
2022,3,25,23,0,5.62,94.69,99.27,0,3.16
2022,3,26,0,0,5.56,93.06,99.26,0,3.25
2022,3,26,1,0,5.07,94.69,99.22,0,3.06
2022,3,26,2,0,4.46,97.38,99.18,0,2.91
2022,3,26,3,0,3.99,99.38,99.15,0,2.76
2022,3,26,4,0,3.29,100,99.12,0,2.6
2022,3,26,5,0,2.62,100,99.1,0,2.48
2022,3,26,6,20.4,4.4,96.94,99.07,0,2.24
2022,3,26,7,68.3,6.93,86.31,99.05,0.01,2.47
2022,3,26,8,135.88,8.55,76.31,99,0.03,2.85
2022,3,26,9,196.58,9.04,73.12,98.93,0.12,2.93
2022,3,26,10,202.58,8.96,73.5,98.85,0.33,3.06
2022,3,26,11,218.7,8.55,77.38,98.77,0.51,3.38
2022,3,26,12,214.25,8.1,80.75,98.73,0.58,4.05
2022,3,26,13,195.6,7.93,78.75,98.7,0.52,4.56
2022,3,26,14,67.75,8.23,73.88,98.69,0.3,4.09
2022,3,26,15,59.35,8.58,71.5,98.69,0.12,3.29
2022,3,26,16,53.88,8.33,75.69,98.73,0.08,2.68
2022,3,26,17,17.15,6.85,84.56,98.78,0.1,2.64
2022,3,26,18,0,5.6,88.06,98.85,0.1,3.33
2022,3,26,19,0,5.02,90.75,98.91,0.1,3.64
2022,3,26,20,0,4.48,92.38,98.93,0.03,3.67
2022,3,26,21,0,4.02,93.25,98.95,0.01,3.55
2022,3,26,22,0,3.69,93.25,98.97,0,3.92
2022,3,26,23,0,3.22,93.75,99,0,4.12
2022,3,27,0,0,2.72,94,99.07,0,4.33
2022,3,27,1,0,2.03,94.5,99.12,0,4.29
2022,3,27,2,0,1.37,95.25,99.18,0,4.15
2022,3,27,3,0,0.88,96.31,99.23,0,4.06
2022,3,27,4,0,0.52,97.06,99.28,0,3.86
2022,3,27,5,0,0.27,97,99.34,0,3.68
2022,3,27,6,29.08,1.17,91.94,99.4,0,4.21
2022,3,27,7,99.38,2.96,79.38,99.44,0,5.33
2022,3,27,8,185.73,4.33,66.75,99.47,0,5.85
2022,3,27,9,236.45,5.44,59.56,99.46,0,5.52
2022,3,27,10,258.4,6.15,56.19,99.43,0,5.27
2022,3,27,11,283.15,6.59,55,99.4,0.01,5.29
2022,3,27,12,281.15,6.44,55.81,99.38,0.02,5.55
2022,3,27,13,167.77,5.65,58.94,99.39,0.06,5.86
2022,3,27,14,182.73,4.77,62,99.42,0.09,5.98
2022,3,27,15,102.67,4.19,62.62,99.46,0.08,5.83
2022,3,27,16,59.9,3.53,64.19,99.52,0.06,5.3
2022,3,27,17,17.65,2.58,69.31,99.6,0.11,4.72
2022,3,27,18,0,1.53,74.56,99.7,0.11,4.68
2022,3,27,19,0,0.65,75.25,99.81,0.12,5.44
2022,3,27,20,0,-0.46,73.12,99.92,0.07,6.19
2022,3,27,21,0,-1.72,72.88,99.99,0.02,6.28
2022,3,27,22,0,-2.63,72.94,100.04,0.01,6.12
2022,3,27,23,0,-3.29,71.94,100.07,0.01,5.9
2022,3,28,0,0,-3.83,71.19,100.12,0.01,5.68
2022,3,28,1,0,-4.27,71.06,100.13,0,5.55
2022,3,28,2,0,-4.55,70.62,100.16,0.01,5.52
